Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Mother's qualification,Father's qualification,Father's occupation,Admission grade,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 2nd sem (credited),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP,target
0,8,2,13,1,0,121.0,21,27,1,111.9,1,0,1,1,0,19.0,0,6,14.0,13.9,-0.3,0.79,2
0,15,1,8,1,0,148.0,0,13,6,118.4,1,0,1,1,0,30.0,0,7,13.25,8.9,1.4,3.51,0
0,0,1,8,1,0,139.0,22,0,5,127.1,1,0,1,1,1,22.0,0,13,11.25,12.7,3.7,-1.7,2
0,7,3,1,1,0,125.0,21,26,10,120.5,1,0,1,1,0,22.0,0,0,12.2,12.4,0.5,1.79,2
0,7,4,4,1,0,128.0,0,0,10,136.1,1,1,0,1,0,19.0,0,8,11.8,11.1,0.6,2.02,0
0,7,2,13,1,0,132.0,0,13,3,124.0,1,0,1,1,0,21.0,0,5,11.25,7.6,2.6,0.32,0
0,7,4,5,1,0,137.0,22,27,151,141.6,0,0,1,1,0,21.0,0,7,12.0,7.6,2.6,0.32,2
0,14,1,1,1,13,160.0,12,27,9,160.0,1,1,1,1,1,21.0,0,0,12.2,15.5,2.8,-4.06,0
0,11,1,8,1,0,120.0,0,13,7,110.0,0,0,1,1,0,27.0,0,9,10.33333333,15.5,2.8,-4.06,0
0,13,1,0,1,0,134.0,21,26,1,100.0,1,0,1,1,0,32.0,0,8,12.2,13.9,-0.3,0.79,0
0,11,1,13,1,8,133.1,21,0,3,120.0,0,1,0,1,0,20.0,0,6,12.2,15.5,2.8,-4.06,0
0,0,2,8,1,0,116.0,21,0,3,124.8,1,0,1,1,0,20.0,0,10,12.5,7.6,2.6,0.32,1
0,14,1,7,1,13,140.0,3,3,10,140.0,1,0,1,1,0,20.0,1,13,11.5,12.7,3.7,-1.7,0
0,0,3,1,1,0,140.0,21,26,9,124.3,1,0,1,1,0,18.0,0,0,12.2,7.6,2.6,0.32,2
0,13,1,8,1,0,122.0,0,27,7,118.9,0,0,1,1,0,21.0,0,13,12.2,12.7,3.7,-1.7,0
0,7,1,13,1,0,141.0,12,26,8,130.2,0,0,1,1,0,18.0,0,0,12.2,12.7,3.7,-1.7,0
0,14,1,3,1,0,120.0,0,2,123,120.0,0,0,1,1,0,19.0,0,19,12.2,16.2,0.3,-0.92,1
4,3,1,4,1,2,140.0,21,26,7,140.0,0,0,0,1,0,30.0,0,6,12.2,15.5,2.8,-4.06,0
0,11,1,3,1,8,133.1,12,0,1,130.0,0,0,1,1,0,29.0,0,8,12.2,15.5,2.8,-4.06,0
0,7,2,6,1,0,137.0,0,0,4,130.4,1,1,1,1,0,18.0,0,7,10.66666667,7.6,2.6,0.32,0
0,0,2,13,1,0,122.0,0,0,9,116.1,1,0,1,1,1,18.0,0,5,12.2,9.4,-0.8,-3.12,0
0,14,1,3,1,13,130.0,0,0,10,130.0,0,0,1,1,0,22.0,2,13,11.66666667,15.5,2.8,-4.06,0
0,13,2,16,0,0,140.0,21,26,5,124.3,1,0,0,1,0,27.0,0,5,12.2,12.7,3.7,-1.7,0
0,7,6,13,1,0,125.0,22,0,7,125.0,1,0,1,1,0,20.0,0,10,14.0,10.8,1.4,1.74,2
0,15,1,2,0,1,110.0,12,27,10,110.0,0,0,1,1,0,20.0,7,11,14.2,11.1,0.6,2.02,2
0,0,1,3,1,0,133.1,22,27,8,115.0,0,1,1,1,0,21.0,4,14,14.46153846,15.5,2.8,-4.06,2
0,13,1,11,1,0,132.0,0,27,7,129.6,0,0,1,1,0,23.0,0,10,11.95,16.2,0.3,-0.92,2
0,15,1,4,1,0,122.0,22,27,9,128.8,1,0,1,1,0,21.0,4,12,13.5,8.9,1.4,3.51,0
0,0,3,1,1,0,155.0,3,2,1,144.2,1,0,1,1,0,19.0,0,0,12.2,12.7,3.7,-1.7,2
1,11,1,9,1,0,120.0,21,26,7,134.0,0,0,1,1,1,20.0,0,10,12.75,8.9,1.4,3.51,0
0,13,1,8,1,0,129.0,12,0,5,112.0,0,0,1,1,0,22.0,5,14,11.25,12.7,3.7,-1.7,0
0,0,2,11,1,0,144.0,22,26,9,128.8,1,0,1,1,0,19.0,0,7,13.2,7.6,2.6,0.32,2
0,11,1,6,1,0,130.0,12,26,9,134.0,0,0,1,1,1,24.0,0,8,14.0,12.7,3.7,-1.7,1
0,0,1,10,1,0,133.1,2,0,4,125.0,0,0,1,1,0,21.0,0,14,11.5,12.7,3.7,-1.7,1
0,7,4,6,1,0,133.0,2,0,3,123.2,1,0,1,1,0,18.0,0,6,14.6,8.9,1.4,3.51,2
0,7,3,6,1,0,131.0,21,26,7,118.4,0,0,1,1,0,18.0,0,10,11.5,7.6,2.6,0.32,0
0,15,1,13,1,0,133.1,2,0,10,116.2,0,0,1,1,0,24.0,0,12,13.66666667,11.1,0.6,2.02,0
0,11,1,6,1,0,133.1,21,13,3,123.0,0,0,1,1,1,28.0,0,9,12.42857143,9.4,-0.8,-3.12,1
0,7,1,13,1,0,118.0,12,27,9,113.5,1,0,1,0,1,19.0,0,6,14.0,12.4,0.5,1.79,2
0,15,1,5,1,14,120.0,2,2,2,125.0,0,0,1,0,0,28.0,0,12,15.6,11.1,0.6,2.02,1
0,7,3,15,1,0,133.1,9,0,0,134.8,1,0,1,0,0,18.0,0,12,12.2,7.6,2.6,0.32,0
0,0,1,1,1,0,145.0,2,0,3,149.9,1,0,0,0,0,19.0,0,0,12.2,16.2,0.3,-0.92,2
0,0,1,11,1,0,125.0,0,0,4,119.8,1,0,1,0,1,19.0,0,8,12.82875,9.4,-0.8,-3.12,2
0,13,1,7,1,0,125.0,23,2,2,125.0,1,0,1,0,0,21.0,0,6,13.75,10.8,1.4,1.74,2
0,0,3,11,1,0,148.0,0,13,5,135.1,1,1,1,0,0,18.0,0,0,12.2,13.9,-0.3,0.79,0
0,0,4,4,1,0,139.0,2,13,5,138.3,1,0,1,0,0,19.0,0,6,13.16666667,9.4,-0.8,-3.12,2
0,7,2,11,1,0,130.0,22,27,7,122.5,1,0,1,0,0,19.0,0,8,13.93714286,10.8,1.4,1.74,2
0,0,1,4,1,0,148.0,2,0,10,148.0,1,0,1,0,0,20.0,8,12,14.58333333,15.5,2.8,-4.06,2
0,0,2,14,1,0,130.0,0,0,4,126.2,1,0,1,0,0,18.0,0,6,12.2,12.7,3.7,-1.7,2
0,13,4,11,1,5,134.0,21,26,9,129.8,1,0,1,0,0,20.0,0,7,14.85,7.6,2.6,0.32,2
0,11,1,5,1,11,133.1,12,26,90,104.0,0,0,1,0,0,26.0,0,12,12.2,10.8,1.4,1.74,0
0,8,4,11,1,0,137.0,2,0,4,126.7,1,0,1,0,0,18.0,0,9,15.62222222,13.9,-0.3,0.79,0
0,11,1,2,0,0,130.0,21,26,9,120.0,0,0,1,0,0,20.0,0,10,11.6,9.4,-0.8,-3.12,2
0,0,2,11,1,0,137.0,0,2,3,124.6,0,0,1,0,0,18.0,0,8,13.5425,15.5,2.8,-4.06,2
0,14,1,5,1,0,130.0,0,0,3,130.0,1,0,1,0,0,20.0,0,19,12.0,12.4,0.5,1.79,1
0,7,1,16,0,0,140.0,22,26,7,127.3,0,0,1,0,0,20.0,0,0,12.2,11.1,0.6,2.02,0
0,1,1,8,1,0,150.0,21,26,9,122.0,1,0,1,0,0,29.0,12,17,11.92857143,9.4,-0.8,-3.12,2
0,3,1,9,1,2,130.0,0,0,10,125.1,0,1,0,0,0,27.0,0,6,12.2,16.2,0.3,-0.92,0
0,0,1,5,1,0,133.1,12,27,7,110.0,1,0,1,0,1,21.0,0,11,13.0,11.1,0.6,2.02,2
0,0,1,9,1,0,134.0,0,13,9,129.8,0,0,1,0,1,20.0,0,8,11.16666667,15.5,2.8,-4.06,2
0,7,1,9,1,0,125.0,12,27,7,114.9,0,0,1,0,1,19.0,0,9,12.2,11.1,0.6,2.02,2
0,0,1,11,1,0,141.0,21,27,6,125.6,1,0,1,0,1,22.0,0,12,13.15,11.1,0.6,2.02,2
0,8,3,4,1,0,138.0,22,26,7,125.1,1,0,1,0,1,19.0,0,6,13.0,15.5,2.8,-4.06,2
0,7,1,14,1,0,116.0,21,0,8,115.7,1,1,0,0,0,19.0,0,6,12.2,12.4,0.5,1.79,0
0,0,3,15,1,0,122.0,2,2,2,112.6,1,0,1,0,0,23.0,0,8,11.6,7.6,2.6,0.32,1
0,0,3,14,1,0,131.0,0,0,4,127.2,1,0,1,0,1,18.0,0,7,13.2,12.4,0.5,1.79,0
0,14,1,7,1,13,140.0,0,13,8,140.0,0,0,1,0,0,19.0,0,0,12.2,12.7,3.7,-1.7,0
0,14,1,3,1,13,140.0,0,0,3,140.0,1,0,1,0,0,20.0,0,7,12.6,12.4,0.5,1.79,2
0,0,4,9,1,0,127.0,0,27,7,120.4,1,0,1,0,1,19.0,0,7,13.42857143,11.1,0.6,2.02,2
0,11,1,5,1,11,133.1,21,26,9,100.0,1,1,0,0,1,26.0,0,6,12.2,13.9,-0.3,0.79,0
0,0,1,9,1,0,117.0,0,13,7,113.5,1,0,1,0,1,18.0,0,7,14.14285714,11.1,0.6,2.02,2
0,0,1,5,1,0,150.0,21,26,9,132.1,1,1,1,0,0,29.0,1,11,12.5,12.7,3.7,-1.7,0
0,14,1,3,1,13,160.0,2,0,6,160.0,1,0,0,0,0,20.0,0,10,13.0,16.2,0.3,-0.92,2
0,0,1,4,1,0,128.0,12,1,3,126.3,1,0,1,0,0,19.0,0,6,12.66666667,15.5,2.8,-4.06,2
0,14,1,5,1,13,160.0,0,0,4,160.0,1,0,1,0,0,23.0,1,17,13.5,12.4,0.5,1.79,1
0,13,1,12,1,0,126.0,1,2,2,100.0,0,0,1,0,0,25.0,1,10,11.66666667,10.8,1.4,1.74,1
0,8,1,11,1,0,135.0,2,2,1,125.8,1,0,1,0,0,18.0,0,8,13.15428571,10.8,1.4,1.74,2
0,0,3,4,1,0,139.0,0,27,7,142.2,1,0,1,0,1,19.0,0,6,12.83333333,9.4,-0.8,-3.12,2
0,7,2,15,1,0,125.0,0,13,5,119.4,1,0,1,0,0,18.0,0,7,13.14285714,12.4,0.5,1.79,2
0,0,2,11,1,0,106.0,0,13,4,106.4,1,0,1,0,1,19.0,0,9,12.38571429,12.4,0.5,1.79,1
0,3,1,2,0,14,120.0,21,13,3,120.0,0,0,1,0,0,20.0,5,10,13.75,8.9,1.4,3.51,0
0,14,1,3,1,13,150.0,0,27,9,150.0,0,0,1,1,1,20.0,0,17,11.66666667,15.5,2.8,-4.06,1
0,7,2,1,1,0,130.0,0,0,3,148.6,1,0,1,1,0,20.0,0,0,12.2,11.1,0.6,2.02,0
0,0,1,9,1,0,116.0,22,27,8,108.7,1,0,1,1,0,18.0,0,12,12.2,11.1,0.6,2.02,0
0,14,1,3,1,13,130.0,2,0,6,130.0,0,0,1,1,0,19.0,0,11,11.33333333,12.4,0.5,1.79,1
0,7,1,9,1,0,140.0,0,33,2,124.6,1,1,0,1,0,20.0,2,6,12.5,8.9,1.4,3.51,0
0,0,2,11,1,0,134.0,12,13,7,131.0,1,0,1,1,0,18.0,0,10,13.472,15.5,2.8,-4.06,2
0,14,1,7,1,13,130.0,2,0,6,130.0,1,1,1,1,0,20.0,1,13,10.66666667,12.4,0.5,1.79,0
0,8,1,6,1,0,122.0,12,0,3,116.1,1,1,0,1,0,24.0,0,5,12.2,9.4,-0.8,-3.12,0
0,7,1,14,1,0,128.0,12,27,7,125.6,1,0,1,1,0,19.0,0,0,12.2,8.9,1.4,3.51,0
0,7,1,6,1,0,130.0,12,13,9,121.3,1,0,1,1,0,18.0,0,10,12.0,7.6,2.6,0.32,0
0,0,3,6,1,0,113.0,3,27,7,107.4,1,0,1,1,0,18.0,0,6,13.2,8.9,1.4,3.51,2
0,0,1,10,1,0,126.0,0,13,4,116.9,0,0,1,1,0,18.0,0,7,11.8,8.9,1.4,3.51,2
0,13,2,13,1,0,135.0,2,13,7,123.5,1,0,1,1,0,22.0,0,6,12.2,16.2,0.3,-0.92,0
0,0,1,13,1,0,141.0,12,27,9,130.5,0,0,1,1,0,19.0,0,7,13.85714286,11.1,0.6,2.02,2
1,11,1,5,1,8,133.1,0,28,3,140.0,1,1,0,0,0,32.0,0,6,12.2,13.9,-0.3,0.79,0
0,7,1,15,1,0,133.1,18,13,3,117.1,1,0,1,0,1,21.0,0,12,12.2,7.6,2.6,0.32,0
0,8,1,11,1,0,144.0,21,26,6,127.5,1,0,1,0,1,19.0,0,8,13.54285714,12.7,3.7,-1.7,2
3,13,1,2,0,0,140.0,22,26,9,126.0,0,0,1,0,1,20.0,2,10,11.71428571,12.7,3.7,-1.7,2
0,13,1,2,0,7,133.1,18,23,0,113.0,1,0,1,0,0,30.0,2,7,12.14285714,7.6,2.6,0.32,2
0,0,1,8,1,0,135.0,0,13,5,130.1,1,0,1,0,0,18.0,0,13,10.0,9.4,-0.8,-3.12,0
1,13,1,16,0,0,130.0,21,26,9,110.0,1,0,1,0,0,20.0,2,10,10.0,7.6,2.6,0.32,0
0,0,3,4,1,0,147.0,18,26,7,135.8,1,0,1,0,0,20.0,0,6,13.33333333,9.4,-0.8,-3.12,2
0,11,1,2,0,11,149.0,18,23,0,126.3,0,0,1,0,0,20.0,1,6,12.83333333,7.6,2.6,0.32,2
3,10,1,4,1,1,130.0,18,23,0,130.0,0,0,1,0,0,20.0,13,18,13.0,7.6,2.6,0.32,0
1,11,1,2,0,0,120.0,18,23,0,104.0,0,0,1,0,0,20.0,0,12,12.6,7.6,2.6,0.32,0
0,13,1,11,1,0,125.0,21,26,7,123.6,1,0,1,0,1,18.0,0,8,12.86,7.6,2.6,0.32,1
0,11,1,2,0,0,133.1,21,26,8,121.0,0,1,0,0,0,20.0,2,9,12.0,8.9,1.4,3.51,0
0,13,1,9,1,0,149.0,21,26,6,130.5,1,0,1,0,0,28.0,8,13,12.55555556,10.8,1.4,1.74,2
0,3,1,2,0,16,133.1,12,13,4,126.1,0,0,1,0,0,20.0,8,11,16.90909091,8.9,1.4,3.51,2
0,13,1,9,1,0,110.0,10,11,90,112.5,1,0,1,0,0,20.0,3,10,11.77777778,7.6,2.6,0.32,2
0,0,3,11,1,0,131.0,12,2,2,126.1,1,0,1,0,0,18.0,0,11,12.82,15.5,2.8,-4.06,1
0,0,1,9,1,0,117.0,12,13,9,111.8,1,0,1,1,0,19.0,0,12,11.0,8.9,1.4,3.51,0
0,7,1,3,1,0,120.0,22,26,9,131.4,1,0,1,1,1,23.0,12,13,12.92307692,15.5,2.8,-4.06,2
0,7,1,9,1,0,160.0,12,26,6,144.3,0,0,1,1,0,22.0,0,0,12.2,13.9,-0.3,0.79,0
0,11,1,10,1,0,133.1,2,13,5,115.0,0,0,0,1,0,24.0,0,0,12.2,11.1,0.6,2.02,0
0,14,1,3,1,13,140.0,3,3,2,120.0,1,0,1,1,0,22.0,0,13,11.5,12.4,0.5,1.79,1
0,11,1,3,1,0,160.0,0,27,6,126.1,0,0,1,1,0,26.0,0,6,12.2,13.9,-0.3,0.79,0
0,7,6,14,1,0,141.0,21,26,5,127.7,1,0,1,1,0,18.0,0,6,14.83333333,9.4,-0.8,-3.12,2
0,14,1,7,1,13,130.0,22,13,9,150.0,0,0,1,1,0,24.0,1,8,13.5,11.1,0.6,2.02,0
0,0,1,6,1,0,142.0,0,27,3,129.8,1,0,1,1,0,18.0,0,6,15.0,10.8,1.4,1.74,1
0,0,1,1,1,0,130.0,0,27,8,135.6,1,0,1,1,0,26.0,0,0,12.2,11.1,0.6,2.02,0
0,11,1,10,1,11,133.1,21,26,4,100.0,0,0,1,1,0,27.0,0,10,14.75,16.2,0.3,-0.92,0
0,14,1,3,1,13,140.0,21,26,6,140.0,1,0,1,1,1,20.0,0,6,13.2,12.4,0.5,1.79,2
0,0,1,6,1,0,129.0,9,0,10,124.1,1,0,1,1,0,19.0,0,10,14.0,7.6,2.6,0.32,0
0,0,1,5,1,0,148.0,22,27,9,131.6,0,0,1,1,1,18.0,0,9,15.5,11.1,0.6,2.02,0
0,0,3,11,1,0,143.0,0,0,4,129.0,1,0,1,1,0,18.0,0,8,12.36571429,10.8,1.4,1.74,2
0,7,1,13,1,0,128.0,21,26,9,135.7,1,0,1,1,0,19.0,0,10,13.25,10.8,1.4,1.74,1
0,13,1,4,1,0,133.1,21,26,9,108.0,1,0,1,1,0,34.0,4,12,11.85714286,7.6,2.6,0.32,1
0,0,1,9,1,0,116.0,22,13,10,110.8,1,0,1,1,0,19.0,0,0,12.2,16.2,0.3,-0.92,0
0,0,1,14,1,0,128.0,0,13,4,124.5,0,0,1,1,1,19.0,0,9,12.33333333,9.4,-0.8,-3.12,2
1,11,1,3,1,0,120.0,1,1,4,100.0,0,0,1,1,0,30.0,5,16,11.8,15.5,2.8,-4.06,0
0,13,1,14,1,0,121.0,0,2,3,123.8,0,0,0,1,0,22.0,0,8,12.0,10.8,1.4,1.74,0
0,7,1,8,1,0,137.0,2,27,9,131.4,0,0,0,1,0,19.0,0,7,11.33333333,15.5,2.8,-4.06,0
0,0,1,8,1,0,115.0,22,0,8,118.5,0,0,1,1,0,21.0,0,10,10.0,7.6,2.6,0.32,0
0,0,2,1,1,0,129.0,21,26,9,122.0,1,0,0,1,0,22.0,0,0,12.2,7.6,2.6,0.32,0
0,0,1,10,1,0,125.0,21,26,9,122.9,0,0,1,1,1,19.0,0,12,11.66666667,10.8,1.4,1.74,1
0,0,1,9,1,0,125.0,12,27,7,118.7,0,0,1,1,0,20.0,0,13,11.33333333,15.5,2.8,-4.06,1
0,11,1,3,1,11,133.1,2,0,8,100.0,1,0,1,1,0,20.0,0,10,12.2,13.9,-0.3,0.79,0
0,6,2,8,1,0,131.0,21,26,9,135.9,1,0,1,1,0,20.0,0,7,11.0,7.6,2.6,0.32,0
0,0,1,7,1,0,133.1,5,8,5,138.4,0,0,1,1,0,21.0,0,5,12.8,7.6,2.6,0.32,2
0,11,1,5,1,8,133.1,18,23,99,128.2,0,1,0,1,0,27.0,0,5,12.2,7.6,2.6,0.32,0
0,13,1,14,1,0,114.0,21,27,5,107.4,1,0,0,1,0,26.0,0,15,12.2,9.4,-0.8,-3.12,0
0,7,1,14,1,0,127.0,0,22,3,129.8,0,0,0,1,0,20.0,0,10,12.2,10.8,1.4,1.74,0
0,11,1,3,1,0,130.0,21,26,6,100.0,0,1,0,1,0,28.0,2,17,11.6,15.5,2.8,-4.06,0
0,0,3,14,1,0,121.0,12,27,7,113.0,1,0,1,1,0,19.0,0,6,13.66666667,11.1,0.6,2.02,2
0,13,1,16,0,0,120.0,21,13,9,107.0,0,0,0,1,0,20.0,0,5,12.2,12.7,3.7,-1.7,0
3,11,1,14,1,8,120.0,21,26,9,130.0,0,0,0,1,0,20.0,0,9,12.4,10.8,1.4,1.74,0
0,13,1,3,1,0,120.0,21,26,9,120.0,1,0,1,1,0,20.0,1,8,11.0,16.2,0.3,-0.92,0
1,0,1,3,1,0,120.0,21,26,9,120.5,1,1,1,1,0,20.0,12,12,10.66666667,15.5,2.8,-4.06,0
0,11,1,9,1,0,133.1,21,19,4,120.5,0,0,0,1,0,32.0,0,12,12.2,7.6,2.6,0.32,0
0,0,4,14,1,0,124.0,2,9,9,137.0,1,0,1,1,0,20.0,0,6,16.66666667,8.9,1.4,3.51,2
0,11,1,10,1,0,150.0,21,26,9,115.0,0,0,1,1,0,20.0,0,9,13.2,12.7,3.7,-1.7,2
0,11,1,16,0,11,133.1,22,13,10,142.7,0,1,1,1,1,34.0,0,14,14.375,16.2,0.3,-0.92,2
0,0,1,13,1,0,116.0,22,13,2,116.7,1,0,1,1,0,21.0,0,5,12.2,9.4,-0.8,-3.12,0
0,13,1,16,0,0,133.1,21,13,10,136.1,0,0,1,1,1,20.0,0,14,11.0,13.9,-0.3,0.79,0
0,11,1,3,1,11,133.1,21,13,7,134.3,0,0,1,1,0,25.0,0,13,11.75,12.4,0.5,1.79,0
0,8,1,14,1,0,133.1,22,27,7,153.0,1,0,1,1,1,18.0,0,0,12.2,8.9,1.4,3.51,0
0,0,1,14,1,0,140.0,12,27,9,132.0,0,0,1,1,1,18.0,0,6,12.83333333,12.7,3.7,-1.7,2
0,0,2,9,1,0,124.0,22,13,7,129.6,1,0,1,1,0,19.0,0,7,11.85714286,7.6,2.6,0.32,2
0,13,1,5,1,0,110.0,2,13,6,105.0,0,1,0,1,0,34.0,0,8,11.5,13.9,-0.3,0.79,0
0,7,2,14,1,0,150.0,0,0,5,130.8,0,0,1,1,0,20.0,0,12,12.2,10.8,1.4,1.74,0
0,0,1,11,1,0,123.0,21,26,7,119.7,0,0,1,1,0,20.0,0,7,12.2,13.9,-0.3,0.79,0
0,7,1,11,1,0,152.0,12,13,9,132.5,0,0,1,1,0,21.0,0,8,14.54,10.8,1.4,1.74,2
0,14,1,3,1,13,130.0,0,13,10,130.0,1,0,1,1,0,19.0,0,14,13.0,12.4,0.5,1.79,2
0,11,1,5,1,0,133.1,0,0,4,120.0,0,1,0,1,0,31.0,0,12,11.66666667,9.4,-0.8,-3.12,0
0,7,1,13,1,0,133.1,0,26,5,150.0,0,0,1,1,0,21.0,0,9,14.33333333,11.1,0.6,2.02,2
0,0,1,8,1,0,124.0,22,27,9,115.6,0,0,1,1,1,20.0,0,7,11.66666667,13.9,-0.3,0.79,2
0,13,2,11,1,5,119.1,0,13,10,119.1,0,0,1,1,0,22.0,0,7,12.73333333,7.6,2.6,0.32,2
0,0,2,4,1,0,128.0,12,13,3,123.5,1,0,0,1,0,19.0,0,6,12.2,9.4,-0.8,-3.12,0
0,11,1,7,1,0,133.1,0,0,1,120.0,1,1,0,1,0,20.0,0,5,12.2,12.7,3.7,-1.7,0
0,13,1,11,1,11,133.1,18,23,0,110.0,1,0,1,1,0,27.0,0,7,12.2,7.6,2.6,0.32,0
0,7,1,11,1,0,145.0,0,0,10,131.4,0,0,1,0,0,19.0,0,8,13.77142857,13.9,-0.3,0.79,0
0,8,2,11,1,0,141.0,0,0,3,126.8,1,0,1,0,1,20.0,0,8,14.2,9.4,-0.8,-3.12,2
0,13,4,11,1,5,118.9,22,26,9,118.9,1,0,1,0,1,19.0,0,7,13.55,7.6,2.6,0.32,2
1,11,1,16,0,0,160.0,21,26,9,160.0,0,0,1,0,0,20.0,0,6,11.16666667,15.5,2.8,-4.06,2
0,7,5,14,1,0,111.0,12,9,3,115.9,1,0,1,0,0,22.0,0,7,15.28571429,13.9,-0.3,0.79,2
0,0,2,10,1,0,111.0,0,13,7,109.3,1,0,1,0,1,20.0,0,6,15.0,11.1,0.6,2.02,2
0,0,1,13,1,0,123.0,21,27,9,113.9,1,1,0,0,0,18.0,0,9,10.85714286,10.8,1.4,1.74,0
0,0,1,9,1,0,133.0,21,26,9,121.8,1,0,1,0,1,18.0,0,9,11.25,12.4,0.5,1.79,2
0,3,1,11,1,2,140.0,0,26,5,140.0,0,0,1,0,0,30.0,0,8,15.67571429,10.8,1.4,1.74,2
0,8,1,9,1,0,122.0,22,27,7,114.7,0,1,1,0,1,18.0,0,8,12.0,11.1,0.6,2.02,2
0,0,1,10,1,0,128.0,12,13,8,120.0,1,0,1,0,1,20.0,0,7,15.0,12.4,0.5,1.79,1
0,0,1,9,1,0,108.0,12,27,9,107.3,0,0,1,0,1,19.0,0,11,10.75,12.4,0.5,1.79,1
0,7,1,5,1,0,139.0,22,27,3,136.2,0,0,1,0,0,19.0,0,7,13.33333333,7.6,2.6,0.32,2
0,0,2,12,1,0,130.0,0,27,8,119.5,1,0,1,0,1,21.0,0,8,14.125,15.5,2.8,-4.06,2
0,8,1,15,1,0,133.1,0,13,182,106.0,1,1,1,0,0,21.0,0,8,12.5,8.9,1.4,3.51,1
0,0,4,13,1,0,130.0,0,0,9,124.1,1,0,1,0,0,18.0,0,7,13.42857143,8.9,1.4,3.51,1
0,0,3,8,1,0,143.0,0,0,7,133.2,1,0,1,0,1,18.0,0,7,12.5,12.7,3.7,-1.7,2
3,11,1,5,1,0,110.0,21,26,90,110.0,0,0,0,0,0,20.0,0,11,10.5,9.4,-0.8,-3.12,0
0,0,6,11,1,0,120.0,0,0,6,114.8,1,0,1,0,0,21.0,0,9,13.82,11.1,0.6,2.02,1
0,0,1,11,1,0,140.0,22,26,7,130.0,1,0,1,1,1,18.0,0,7,13.18333333,7.6,2.6,0.32,2
0,7,5,4,1,0,125.0,12,0,5,122.6,1,0,1,1,0,22.0,0,6,12.2,9.4,-0.8,-3.12,1
0,7,1,11,1,0,134.0,22,0,6,133.5,1,0,1,1,1,20.0,0,8,12.65125,15.5,2.8,-4.06,2
1,11,1,10,1,0,130.0,21,26,7,120.0,1,0,1,0,0,34.0,0,8,12.8,9.4,-0.8,-3.12,2
1,3,1,8,1,2,120.0,21,26,9,120.0,0,0,1,0,0,33.0,2,13,11.25,10.8,1.4,1.74,1
0,0,3,11,1,0,142.0,21,27,9,137.3,1,0,1,0,1,22.0,0,7,13.9,7.6,2.6,0.32,2
0,7,3,10,1,0,127.0,21,26,6,123.5,1,0,1,0,1,20.0,0,12,11.0,7.6,2.6,0.32,1
1,11,1,8,1,0,140.0,21,26,10,131.8,0,0,1,0,0,20.0,0,10,11.85714286,10.8,1.4,1.74,1
1,11,1,8,1,0,140.0,22,26,7,130.0,1,0,0,0,0,20.0,0,15,10.66666667,9.4,-0.8,-3.12,0
0,8,6,11,1,0,142.0,22,26,5,128.0,1,0,0,0,0,19.0,0,0,12.2,11.1,0.6,2.02,0
3,11,1,10,1,0,120.0,21,26,8,95.0,0,0,1,0,1,20.0,0,14,11.33333333,10.8,1.4,1.74,2
0,0,2,11,1,0,124.0,21,26,9,116.0,1,0,1,0,1,21.0,0,8,13.95714286,12.7,3.7,-1.7,2
0,0,1,9,1,0,157.0,2,27,5,136.7,1,0,1,0,0,22.0,0,13,13.66666667,9.4,-0.8,-3.12,1
1,11,1,9,1,0,126.6,22,27,7,107.5,0,1,1,0,1,20.0,0,7,15.28571429,11.1,0.6,2.02,2
0,11,1,6,1,0,110.0,21,26,90,108.4,1,0,1,0,0,34.0,0,6,12.2,10.8,1.4,1.74,0
0,7,1,14,1,0,144.0,12,13,4,130.7,1,0,1,0,0,20.0,0,8,11.6,7.6,2.6,0.32,1
1,14,1,2,0,13,160.0,21,13,10,155.9,0,0,1,0,0,33.0,2,7,15.5,13.9,-0.3,0.79,2
0,0,4,10,1,0,105.0,0,13,6,106.1,1,0,1,0,0,20.0,0,9,11.4,13.9,-0.3,0.79,2
0,0,2,13,1,0,130.0,14,20,5,128.6,1,1,1,0,0,19.0,0,7,12.75,7.6,2.6,0.32,2
1,13,1,16,0,2,140.0,21,13,4,140.0,0,1,1,0,0,34.0,3,18,12.22222222,16.2,0.3,-0.92,0
0,0,1,8,1,0,138.0,21,26,6,145.0,1,0,1,0,0,18.0,0,5,14.0,7.6,2.6,0.32,2
0,7,1,2,0,0,120.0,22,26,6,113.0,0,0,1,0,1,24.0,0,7,13.0,10.8,1.4,1.74,2
0,0,1,15,1,0,135.0,12,9,7,137.1,1,0,1,0,0,18.0,0,7,12.33333333,7.6,2.6,0.32,2
0,0,1,13,1,0,119.0,21,26,6,119.7,1,0,1,0,0,20.0,0,7,13.0,7.6,2.6,0.32,1
0,7,1,11,1,0,121.0,0,0,3,120.5,1,0,1,0,0,21.0,0,8,12.91,10.8,1.4,1.74,2
0,0,5,9,1,0,126.0,22,0,5,125.7,1,0,1,0,1,19.0,0,13,11.0,9.4,-0.8,-3.12,2
0,7,4,11,1,0,132.0,22,13,7,125.5,0,0,1,0,1,19.0,0,8,12.93625,15.5,2.8,-4.06,2
